RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,StateCode,TaxType,Zone,TaxDist,Legal,Acreage,GPIN
1943,160128260,1800,JEFFERSON PARK AVE,26,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 26 1800 JPA CONDO,0,7671
1944,160128270,1800,JEFFERSON PARK AVE,27,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 27 1800 JPA CONDO,0,7671
1945,160128280,1800,JEFFERSON PARK AVE,28,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 28 1800 JPA CONDO,0,7671
1946,160128290,1800,JEFFERSON PARK AVE,29,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 29 1800 JPA CONDO,0,7671
1947,160128300,1800,JEFFERSON PARK AVE,3,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 3 1800 JPA CONDO,0,7671
1948,160128301,1800,JEFFERSON PARK AVE,30,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 30 1800 JPA CONDO,0,7671
1949,160128310,1800,JEFFERSON PARK AVE,31,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 31 1800 JPA CONDO,0,7671
1950,160128320,1800,JEFFERSON PARK AVE,32,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 32 1800 JPA CONDO,0,7671
1951,160128330,1800,JEFFERSON PARK AVE,33,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 33 1800 JPA CONDO,0,7671
1952,160128340,1800,JEFFERSON PARK AVE,34,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 34 1800 JPA CONDO,0,7671
1953,160128350,1800,JEFFERSON PARK AVE,35,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 35 1800 JPA CONDO,0,7671
1954,160128360,1800,JEFFERSON PARK AVE,36,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 36 1800 JPA CONDO,0,7671
1955,160128370,1800,JEFFERSON PARK AVE,37,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 37 JPA CONDO,0,7671
1956,160128380,1800,JEFFERSON PARK AVE,38,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 38 JPA CONDO,0,7671
1957,160128390,1800,JEFFERSON PARK AVE,39,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 39 JPA CONDO,0,7671
1958,160128400,1800,JEFFERSON PARK AVE,4,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 4 1800 JPA CONDO,0,7671
1959,160128401,1800,JEFFERSON PARK AVE,40,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 40 JPA CONDO,0,7671
1960,160128410,1800,JEFFERSON PARK AVE,41,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 41 JPA CONDO,0,7671
1961,160128420,1800,JEFFERSON PARK AVE,42,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 42 JPA CONDO,0,7671
1962,160128430,1800,JEFFERSON PARK AVE,43,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 43 JPA CONDO,0,7671
1963,160128440,1800,JEFFERSON PARK AVE,44,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 44 JPA CONDO,0,7671
1964,160128450,1800,JEFFERSON PARK AVE,45,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 45 JPA CONDO,0,7671
1965,160128460,1800,JEFFERSON PARK AVE,46,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 46 JPA CONDO,0,7671
1966,160128470,1800,JEFFERSON PARK AVE,47,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 47 JPA CONDO,0,7671
1967,160128480,1800,JEFFERSON PARK AVE,48,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 48 JPA CONDO,0,7671
1968,160128490,1800,JEFFERSON PARK AVE,49,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 49 JPA CONDO,0,7671
1969,160128500,1800,JEFFERSON PARK AVE,5,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 5 1800 JPA CONDO,0,7671
1970,160128501,1800,JEFFERSON PARK AVE,50,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 50 JPA CONDO,0,7671
1971,160128510,1800,JEFFERSON PARK AVE,51,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 51 JPA CONDO,0,7671
1972,160128520,1800,JEFFERSON PARK AVE,52,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 52 JPA CONDO,0,7671
1973,160128530,1800,JEFFERSON PARK AVE,53,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 53 JPA CONDO,0,7671
1974,160128540,1800,JEFFERSON PARK AVE,54,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 54 JPA CONDO,0,7671
1975,160128550,1800,JEFFERSON PARK AVE,55,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 55 JPA CONDO,0,7671
1976,160128560,1800,JEFFERSON PARK AVE,56,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 56 JPA CONDO,0,7671
1977,160128570,1800,JEFFERSON PARK AVE,57,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 57 JPA CONDO,0,7671
1978,160128580,1800,JEFFERSON PARK AVE,58,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 58 JPA CONDO,0,7671
1979,160128590,1800,JEFFERSON PARK AVE,59,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 59 JPA CONDO,0,7671
1980,160128600,1800,JEFFERSON PARK AVE,6,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 6 1800 JPA CONDO,0,7671
1981,160128601,1800,JEFFERSON PARK AVE,60,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 60 JPA CONDO,0,7671
1982,160128610,1800,JEFFERSON PARK AVE,61,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 61 JPA CONDO,0,7671
1983,160128620,1800,JEFFERSON PARK AVE,62,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 62 JPA CONDO,0,7671
1984,160128630,1800,JEFFERSON PARK AVE,63,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 63 JPA CONDO,0,7671
1985,160128640,1800,JEFFERSON PARK AVE,64,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 64 JPA CONDO,0,7671
1986,160128650,1800,JEFFERSON PARK AVE,65,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 65 JPA CONDO,0,7671
1987,160128660,1800,JEFFERSON PARK AVE,66,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 66 JPA CONDO,0,7671
1988,160128670,1800,JEFFERSON PARK AVE,67,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 67 1800 JPA CONDO,0,7671
1989,160128680,1800,JEFFERSON PARK AVE,68,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 68 JPA CONDO,0,7671
1990,160128690,1800,JEFFERSON PARK AVE,69,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 69 JPA CONDO,0,7671
1991,160128700,1800,JEFFERSON PARK AVE,7,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 7 1800 JPA CONDO,0,7671
1992,160128701,1800,JEFFERSON PARK AVE,70,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 70 JPA CONDO,0,7671
1993,160128710,1800,JEFFERSON PARK AVE,71,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 71 1800 JPA CONDO,0,7671
1994,160128720,1800,JEFFERSON PARK AVE,72,1.0 Residential (Urban),Taxable,UHD,,BLDG B UNIT 72 1800 JPA CONDO,0,7671
1995,160128800,1800,JEFFERSON PARK AVE,A-8,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 8 1800 JPA CONDO,0,7671
1996,160128900,1800,JEFFERSON PARK AVE,A-9,1.0 Residential (Urban),Taxable,UHD,,BLDG A UNIT 9 1800 JPA CONDO,0,7671
1997,160129000,1800,JEFFERSON PARK AVE,,1.0 Residential (Urban),Taxable,UHD,,HIGHRISE 1800 JPA COMMON AREA,2.29,7881
1998,160129100,1800,JEFFERSON PARK AVE,107,1.0 Residential (Urban),Taxable,UHD,,HIGHRISE UNIT 107 1800 JPA,0,7881
1999,160129101,1800,JEFFERSON PARK AVE,206,1.0 Residential (Urban),Taxable,UHD,,HIGHRISE UNIT 206 1800 JPA,0,7881
2000,160129110,1800,JEFFERSON PARK AVE,207,1.0 Residential (Urban),Taxable,UHD,,HIGHRISE UNIT 207 1800 JPA,0,7881
2001,160129120,1800,JEFFERSON PARK AVE,208,1.0 Residential (Urban),Taxable,UHD,,HIGHRISE UNIT 208 1800 JPA,0,7881
2002,160129130,1800,JEFFERSON PARK AVE,209,1.0 Residential (Urban),Taxable,UHD,,HIGHRISE UNIT 209 1800 JPA,0,7881
2003,160129140,1800,JEFFERSON PARK AVE,210,1.0 Residential (Urban),Taxable,UHD,,HIGHRISE UNIT 210 1800 JPA,0,7881
